from_path,to_path,status_code,match_type,is_active,notes
/online_business/samourai,/online-business/samourai,301,exact,1,wp import: online_business #4867
/online_business/blenderwallet,/online-business/blenderwallet,301,exact,1,wp import: online_business #4869
/online_business/bitcoin-knots,/online-business/bitcoin-knots,301,exact,1,wp import: online_business #4871
/online_business/bitgo,/online-business/bitgo,301,exact,1,wp import: online_business #4888
/online_business/myetherwallet,/online-business/myetherwallet,301,exact,1,wp import: online_business #4893
/online_business/greenaddress,/online-business/greenaddress,301,exact,1,wp import: online_business #4896
/online_business/cryptonator,/online-business/cryptonator,301,exact,1,wp import: online_business #4900
/online_business/blockchain-info,/online-business/blockchain-info,301,exact,1,wp import: online_business #4902
/online_business/coinomi,/online-business/coinomi,301,exact,1,wp import: online_business #4904
/online_business/holy-transaction,/online-business/holy-transaction,301,exact,1,wp import: online_business #4907
/online_business/zodier,/online-business/zodier,301,exact,1,wp import: online_business #5364
/online_business/lovestory,/online-business/lovestory,301,exact,1,wp import: online_business #5368
/online_business/znakomstva-18,/online-business/znakomstva-18,301,exact,1,wp import: online_business #5374
/online_business/edarling,/online-business/edarling,301,exact,1,wp import: online_business #5388
/online_business/linkyou,/online-business/linkyou,301,exact,1,wp import: online_business #5401
/online_business/gayfriendly,/online-business/gayfriendly,301,exact,1,wp import: online_business #5436
/online_business/lawbooks,/online-business/lawbooks,301,exact,1,wp import: online_business #5617
/online_business/yakaboo,/online-business/yakaboo,301,exact,1,wp import: online_business #5622
/online_business/lavka-babuin-babuin-books,/online-business/lavka-babuin-babuin-books,301,exact,1,wp import: online_business #5624
/online_business/grenkaua,/online-business/grenkaua,301,exact,1,wp import: online_business #5626
/online_business/bukva-ua-bukva,/online-business/bukva-ua-bukva,301,exact,1,wp import: online_business #5628
/online_business/kpk-agrarnoe-razvitie,/online-business/kpk-agrarnoe-razvitie,301,exact,1,wp import: online_business #5645
/online_business/btcash,/online-business/btcash,301,exact,1,wp import: online_business #5692
/online_business/aton-aton,/online-business/aton-aton,301,exact,1,wp import: online_business #5698
/online_business/ukrinvestklub,/online-business/ukrinvestklub,301,exact,1,wp import: online_business #5900
/online_business/bosslike,/online-business/bosslike,301,exact,1,wp import: online_business #6013
/online_business/likeinsta,/online-business/likeinsta,301,exact,1,wp import: online_business #6016
/online_business/soclike,/online-business/soclike,301,exact,1,wp import: online_business #6019
/online_business/tooligram,/online-business/tooligram,301,exact,1,wp import: online_business #6021
/online_business/olike,/online-business/olike,301,exact,1,wp import: online_business #6023
/online_business/smmlaba,/online-business/smmlaba,301,exact,1,wp import: online_business #6025
/online_business/vkserfing,/online-business/vkserfing,301,exact,1,wp import: online_business #6027
/online_business/vkstorm,/online-business/vkstorm,301,exact,1,wp import: online_business #6029
/online_business/prostospecz-rf,/online-business/prostospecz-rf,301,exact,1,wp import: online_business #6031
/online_business/likesrock,/online-business/likesrock,301,exact,1,wp import: online_business #6033
/online_business/wordpress,/online-business/wordpress,301,exact,1,wp import: online_business #6038
/online_business/mobirise,/online-business/mobirise,301,exact,1,wp import: online_business #6040
/online_business/dreamweaver,/online-business/dreamweaver,301,exact,1,wp import: online_business #6042
/online_business/tilda,/online-business/tilda,301,exact,1,wp import: online_business #6095
/online_business/ucraft,/online-business/ucraft,301,exact,1,wp import: online_business #6119
/online_business/jimdo,/online-business/jimdo,301,exact,1,wp import: online_business #6121
/online_business/webnode,/online-business/webnode,301,exact,1,wp import: online_business #6124
/online_business/webstarts,/online-business/webstarts,301,exact,1,wp import: online_business #6126
/online_business/webasyst,/online-business/webasyst,301,exact,1,wp import: online_business #6128
/online_business/im-creator-xprs,/online-business/im-creator-xprs,301,exact,1,wp import: online_business #6131
/online_business/ucoz,/online-business/ucoz,301,exact,1,wp import: online_business #6134
/online_business/avtoboom-avto-iz-ssha-i-kanady,/online-business/avtoboom-avto-iz-ssha-i-kanady,301,exact,1,wp import: online_business #6323
/online_business/cars-expert-avto-iz-ssha-avto-iz-korei-pod-klyuch,/online-business/cars-expert-avto-iz-ssha-avto-iz-korei-pod-klyuch,301,exact,1,wp import: online_business #6325
/online_business/auction-auto-avto-iz-ssha-kanady-kitaya-i-korei,/online-business/auction-auto-avto-iz-ssha-kanady-kitaya-i-korei,301,exact,1,wp import: online_business #6327
/online_business/americars-avto-iz-ssha,/online-business/americars-avto-iz-ssha,301,exact,1,wp import: online_business #6329
/online_business/w8-shipping-ukraine,/online-business/w8-shipping-ukraine,301,exact,1,wp import: online_business #6331
/online_business/just-motors-avto-iz-ssha,/online-business/just-motors-avto-iz-ssha,301,exact,1,wp import: online_business #6339
/online_business/shocars,/online-business/shocars,301,exact,1,wp import: online_business #6341
/online_business/mcars-delivery-dostavka-avto-iz-ssha-korei-evropy-i-gruzii,/online-business/mcars-delivery-dostavka-avto-iz-ssha-korei-evropy-i-gruzii,301,exact,1,wp import: online_business #6344
/online_business/avtopmr-avtopmr,/online-business/avtopmr-avtopmr,301,exact,1,wp import: online_business #6346
/online_business/telegramm-bot-dlya-znakomstv-hugme_vipbot,/online-business/telegramm-bot-dlya-znakomstv-hugme_vipbot,301,exact,1,wp import: online_business #6355
/online_business/columb-trade-kolumb-trejd,/online-business/columb-trade-kolumb-trejd,301,exact,1,wp import: online_business #6362
/online_business/carleone-karleone,/online-business/carleone-karleone,301,exact,1,wp import: online_business #6365
/online_business/carfast-express-karfast-ekspress,/online-business/carfast-express-karfast-ekspress,301,exact,1,wp import: online_business #6367
/online_business/okex,/online-business/okex,301,exact,1,wp import: online_business #6429
/online_business/deribit,/online-business/deribit,301,exact,1,wp import: online_business #6431
/online_business/bitfinex,/online-business/bitfinex,301,exact,1,wp import: online_business #6436
/online_business/matchmaker,/online-business/matchmaker,301,exact,1,wp import: online_business #6510
/online_business/weetbot,/online-business/weetbot,301,exact,1,wp import: online_business #6513
/online_business/youlove-bot,/online-business/youlove-bot,301,exact,1,wp import: online_business #6515
/online_business/anonimnyj-chat,/online-business/anonimnyj-chat,301,exact,1,wp import: online_business #6517
/online_business/virtualchat,/online-business/virtualchat,301,exact,1,wp import: online_business #6520
/online_business/vtope,/online-business/vtope,301,exact,1,wp import: online_business #6523
/online_business/webflow,/online-business/webflow,301,exact,1,wp import: online_business #6549
/online_business/shopify,/online-business/shopify,301,exact,1,wp import: online_business #6553
/online_business/squarespace,/online-business/squarespace,301,exact,1,wp import: online_business #6555
/online_business/weblium,/online-business/weblium,301,exact,1,wp import: online_business #6557
/online_business/site123,/online-business/site123,301,exact,1,wp import: online_business #6559
/online_business/giveawation,/online-business/giveawation,301,exact,1,wp import: online_business #6568
/online_business/randomus,/online-business/randomus,301,exact,1,wp import: online_business #6570
/online_business/youtogift,/online-business/youtogift,301,exact,1,wp import: online_business #6572
/online_business/lizaonair,/online-business/lizaonair,301,exact,1,wp import: online_business #6574
/online_business/simpliers,/online-business/simpliers,301,exact,1,wp import: online_business #6576
/online_business/instaways,/online-business/instaways,301,exact,1,wp import: online_business #6578
/online_business/randstuff,/online-business/randstuff,301,exact,1,wp import: online_business #6580
/online_business/winner,/online-business/winner,301,exact,1,wp import: online_business #6582
/online_business/verifyshare,/online-business/verifyshare,301,exact,1,wp import: online_business #6586
/online_business/foksford,/online-business/foksford,301,exact,1,wp import: online_business #6610
/online_business/tetrika-tetrika,/online-business/tetrika-tetrika,301,exact,1,wp import: online_business #6612
/online_business/interneturok,/online-business/interneturok,301,exact,1,wp import: online_business #6614
/online_business/5-legko,/online-business/5-legko,301,exact,1,wp import: online_business #6618
/online_business/virtualnaya-akademiya,/online-business/virtualnaya-akademiya,301,exact,1,wp import: online_business #6621
/online_business/sweetydate-com,/online-business/sweetydate-com,301,exact,1,wp import: online_business #6624
/online_business/fernliebe,/online-business/fernliebe,301,exact,1,wp import: online_business #6627
/online_business/fdating,/online-business/fdating,301,exact,1,wp import: online_business #6632
/online_business/russian-dating-com,/online-business/russian-dating-com,301,exact,1,wp import: online_business #6634
/online_business/rusdate,/online-business/rusdate,301,exact,1,wp import: online_business #6638
/online_business/spbrepetitor,/online-business/spbrepetitor,301,exact,1,wp import: online_business #6643
/online_business/repetit-czentr,/online-business/repetit-czentr,301,exact,1,wp import: online_business #6647
/online_business/assocziacziya-repetitorov-ukrainy,/online-business/assocziacziya-repetitorov-ukrainy,301,exact,1,wp import: online_business #6651
/online_business/zengram,/online-business/zengram,301,exact,1,wp import: online_business #6653
/online_business/tokocrypto,/online-business/tokocrypto,301,exact,1,wp import: online_business #6658
/online_business/soderzhanki-onlajn,/online-business/soderzhanki-onlajn,301,exact,1,wp import: online_business #6812
/online_business/soderganki-ru,/online-business/soderganki-ru,301,exact,1,wp import: online_business #6814
/online_business/favoritka-org,/online-business/favoritka-org,301,exact,1,wp import: online_business #6816
/online_business/atolin-ru,/online-business/atolin-ru,301,exact,1,wp import: online_business #6818
/online_business/favoritka-online,/online-business/favoritka-online,301,exact,1,wp import: online_business #6820
/online_business/ispring-market,/online-business/ispring-market,301,exact,1,wp import: online_business #6828
/online_business/obyava-ua,/online-business/obyava-ua,301,exact,1,wp import: online_business #6870
/online_business/ukrdate-net,/online-business/ukrdate-net,301,exact,1,wp import: online_business #6872
/online_business/nummus-finance,/online-business/nummus-finance,301,exact,1,wp import: online_business #7233
/online_business/cryptokg,/online-business/cryptokg,301,exact,1,wp import: online_business #7285
/online_business/justclick,/online-business/justclick,301,exact,1,wp import: online_business #7356
/online_business/bittix,/online-business/bittix,301,exact,1,wp import: online_business #7414
/online_business/crypto-bot,/online-business/crypto-bot,301,exact,1,wp import: online_business #7416
/online_business/zamuzh-club,/online-business/zamuzh-club,301,exact,1,wp import: online_business #7534
/online_business/dateland-co-il,/online-business/dateland-co-il,301,exact,1,wp import: online_business #7536
/online_business/rusdate-de,/online-business/rusdate-de,301,exact,1,wp import: online_business #7538
/online_business/gayfriendly-dating,/online-business/gayfriendly-dating,301,exact,1,wp import: online_business #7540
/online_business/rusdate-it,/online-business/rusdate-it,301,exact,1,wp import: online_business #7542
/online_business/rusdate-fr,/online-business/rusdate-fr,301,exact,1,wp import: online_business #7544
/online_business/rusdate-co-uk,/online-business/rusdate-co-uk,301,exact,1,wp import: online_business #7546
/online_business/meinherz-club,/online-business/meinherz-club,301,exact,1,wp import: online_business #7548
/online_business/ru-gayfriendly-dating,/online-business/ru-gayfriendly-dating,301,exact,1,wp import: online_business #7549
/online_business/mahabbat-kz,/online-business/mahabbat-kz,301,exact,1,wp import: online_business #7553
/online_business/rusdate-ca,/online-business/rusdate-ca,301,exact,1,wp import: online_business #7555
/online_business/tvoyade,/online-business/tvoyade,301,exact,1,wp import: online_business #7557
/online_business/2polovinka-com,/online-business/2polovinka-com,301,exact,1,wp import: online_business #7559
/online_business/eharmony,/online-business/eharmony,301,exact,1,wp import: online_business #7567
/online_business/friend-finder-uk,/online-business/friend-finder-uk,301,exact,1,wp import: online_business #7569
/online_business/status-club-uk,/online-business/status-club-uk,301,exact,1,wp import: online_business #7573
/online_business/rusdatechatbot,/online-business/rusdatechatbot,301,exact,1,wp import: online_business #7575
/online_business/fdating-uk,/online-business/fdating-uk,301,exact,1,wp import: online_business #7579
/online_business/rusdate-cy,/online-business/rusdate-cy,301,exact,1,wp import: online_business #7580
/online_business/rusdate-us,/online-business/rusdate-us,301,exact,1,wp import: online_business #7582
/online_business/dating-n-more,/online-business/dating-n-more,301,exact,1,wp import: online_business #7585
/online_business/mamba-uk,/online-business/mamba-uk,301,exact,1,wp import: online_business #7587
/online_business/badoo-uk,/online-business/badoo-uk,301,exact,1,wp import: online_business #7588
/online_business/badoo-usa,/online-business/badoo-usa,301,exact,1,wp import: online_business #7591
/online_business/loveplanet-usa,/online-business/loveplanet-usa,301,exact,1,wp import: online_business #7592
/online_business/russo-turistos-club-usa,/online-business/russo-turistos-club-usa,301,exact,1,wp import: online_business #7594
/online_business/fdating-usa,/online-business/fdating-usa,301,exact,1,wp import: online_business #7596
/online_business/bimeon-date-usa,/online-business/bimeon-date-usa,301,exact,1,wp import: online_business #7597
/online_business/mamba-fr,/online-business/mamba-fr,301,exact,1,wp import: online_business #7599
/online_business/mamba-cy,/online-business/mamba-cy,301,exact,1,wp import: online_business #7600
/online_business/badoo-fr,/online-business/badoo-fr,301,exact,1,wp import: online_business #7602
/online_business/russianflirting-fr,/online-business/russianflirting-fr,301,exact,1,wp import: online_business #7603
/online_business/bimeon-date-fr,/online-business/bimeon-date-fr,301,exact,1,wp import: online_business #7606
/online_business/beboo-fr,/online-business/beboo-fr,301,exact,1,wp import: online_business #7607
/online_business/russian-dating-com-francziya,/online-business/russian-dating-com-francziya,301,exact,1,wp import: online_business #7608
/online_business/bimeon-date-cy,/online-business/bimeon-date-cy,301,exact,1,wp import: online_business #7609
/online_business/beboo-cy,/online-business/beboo-cy,301,exact,1,wp import: online_business #7610
/online_business/russianflirting-cy,/online-business/russianflirting-cy,301,exact,1,wp import: online_business #7611
/online_business/tinder-cy,/online-business/tinder-cy,301,exact,1,wp import: online_business #7613
/online_business/fdating-cy,/online-business/fdating-cy,301,exact,1,wp import: online_business #7615
/online_business/lava-place-cy,/online-business/lava-place-cy,301,exact,1,wp import: online_business #7616
/online_business/tillybom-cy,/online-business/tillybom-cy,301,exact,1,wp import: online_business #7618
/online_business/evropa-cy,/online-business/evropa-cy,301,exact,1,wp import: online_business #7620
/online_business/fdating-it,/online-business/fdating-it,301,exact,1,wp import: online_business #7622
/online_business/fdating-kanada,/online-business/fdating-kanada,301,exact,1,wp import: online_business #7623
/online_business/bimeon-date-it,/online-business/bimeon-date-it,301,exact,1,wp import: online_business #7624
/online_business/russian-dating-com-it,/online-business/russian-dating-com-it,301,exact,1,wp import: online_business #7626
/online_business/badoo-it,/online-business/badoo-it,301,exact,1,wp import: online_business #7627
/online_business/beboo-it,/online-business/beboo-it,301,exact,1,wp import: online_business #7628
/online_business/russianflirting-it,/online-business/russianflirting-it,301,exact,1,wp import: online_business #7629
/online_business/sitelove-it,/online-business/sitelove-it,301,exact,1,wp import: online_business #7630
/online_business/lavaplace-it,/online-business/lavaplace-it,301,exact,1,wp import: online_business #7631
/online_business/bimeon-date-kanada,/online-business/bimeon-date-kanada,301,exact,1,wp import: online_business #7632
/online_business/2polovinka-com-kanada,/online-business/2polovinka-com-kanada,301,exact,1,wp import: online_business #7633
/online_business/rucanadanet,/online-business/rucanadanet,301,exact,1,wp import: online_business #7634
/online_business/woorise-com,/online-business/woorise-com,301,exact,1,wp import: online_business #7636
/online_business/ukrlove-co-il,/online-business/ukrlove-co-il,301,exact,1,wp import: online_business #7639
/online_business/fdating-izr,/online-business/fdating-izr,301,exact,1,wp import: online_business #7642
/online_business/mamba-il,/online-business/mamba-il,301,exact,1,wp import: online_business #7643
/online_business/click4-co-il,/online-business/click4-co-il,301,exact,1,wp import: online_business #7644
/online_business/rusdate-il,/online-business/rusdate-il,301,exact,1,wp import: online_business #7647
/online_business/meinherz-club-de,/online-business/meinherz-club-de,301,exact,1,wp import: online_business #7648
/online_business/2polovinka-com-de,/online-business/2polovinka-com-de,301,exact,1,wp import: online_business #7650
/online_business/sitelove-de,/online-business/sitelove-de,301,exact,1,wp import: online_business #7651
/online_business/rusdate-net-znakomstva-s-amerikanczami,/online-business/rusdate-net-znakomstva-s-amerikanczami,301,exact,1,wp import: online_business #7661
/online_business/badoo-znakomstva-s-amerikanczami,/online-business/badoo-znakomstva-s-amerikanczami,301,exact,1,wp import: online_business #7664
/online_business/tinder-znakomstva-s-amerikanczami,/online-business/tinder-znakomstva-s-amerikanczami,301,exact,1,wp import: online_business #7665
/online_business/happn-znakomstva-s-amerikanczami,/online-business/happn-znakomstva-s-amerikanczami,301,exact,1,wp import: online_business #7667
/online_business/meets-com-znakomstva-s-amerikanczami,/online-business/meets-com-znakomstva-s-amerikanczami,301,exact,1,wp import: online_business #7669
/online_business/eharmony-znakomstva-s-amerikanczami,/online-business/eharmony-znakomstva-s-amerikanczami,301,exact,1,wp import: online_business #7671
/online_business/match-com,/online-business/match-com,301,exact,1,wp import: online_business #7672
/online_business/wikidating-ru-znakomstva-s-amerikanczami,/online-business/wikidating-ru-znakomstva-s-amerikanczami,301,exact,1,wp import: online_business #7677
/online_business/bybit-com,/online-business/bybit-com,301,exact,1,wp import: online_business #7683
/online_business/loveplanet-spain,/online-business/loveplanet-spain,301,exact,1,wp import: online_business #7724
/online_business/beboo-spain,/online-business/beboo-spain,301,exact,1,wp import: online_business #7725
/online_business/fdating-ispaniya,/online-business/fdating-ispaniya,301,exact,1,wp import: online_business #7726
/online_business/sitelove-spain,/online-business/sitelove-spain,301,exact,1,wp import: online_business #7727
/online_business/mamba-spain,/online-business/mamba-spain,301,exact,1,wp import: online_business #7728
/online_business/2polovinka-com-spain,/online-business/2polovinka-com-spain,301,exact,1,wp import: online_business #7729
/online_business/rusdate-spain,/online-business/rusdate-spain,301,exact,1,wp import: online_business #7730
/online_business/mr-insta,/online-business/mr-insta,301,exact,1,wp import: online_business #7748
/online_business/prilozhenie-tinder-v-germanii,/online-business/prilozhenie-tinder-v-germanii,301,exact,1,wp import: online_business #7797
/online_business/prilozhenie-lovoo-germaniya,/online-business/prilozhenie-lovoo-germaniya,301,exact,1,wp import: online_business #7800
/online_business/prilozhenie-okcupid-germaniya,/online-business/prilozhenie-okcupid-germaniya,301,exact,1,wp import: online_business #7802
/online_business/prilozhenie-badoo-germaniya,/online-business/prilozhenie-badoo-germaniya,301,exact,1,wp import: online_business #7804
/online_business/prilozhenie-rusdate-de-germaniya,/online-business/prilozhenie-rusdate-de-germaniya,301,exact,1,wp import: online_business #7806
/online_business/lovamur-kazahstan,/online-business/lovamur-kazahstan,301,exact,1,wp import: online_business #7826
/online_business/privetsecret-kazahstan,/online-business/privetsecret-kazahstan,301,exact,1,wp import: online_business #7828
/online_business/emilydates-kazahstan,/online-business/emilydates-kazahstan,301,exact,1,wp import: online_business #7830
/online_business/loveeto-kazahstan,/online-business/loveeto-kazahstan,301,exact,1,wp import: online_business #7832
/online_business/navechno-kazahstan,/online-business/navechno-kazahstan,301,exact,1,wp import: online_business #7834
/online_business/juliadates-kazahstan,/online-business/juliadates-kazahstan,301,exact,1,wp import: online_business #7836
/online_business/nexo,/online-business/nexo,301,exact,1,wp import: online_business #7838
/online_business/paybis,/online-business/paybis,301,exact,1,wp import: online_business #7840
/online_business/prilozhenie-badoo-italiya,/online-business/prilozhenie-badoo-italiya,301,exact,1,wp import: online_business #7848
/online_business/prilozhenie-badoo-ispaniya,/online-business/prilozhenie-badoo-ispaniya,301,exact,1,wp import: online_business #7849
/online_business/meetic-es,/online-business/meetic-es,301,exact,1,wp import: online_business #7850
/online_business/parship-es,/online-business/parship-es,301,exact,1,wp import: online_business #7852
/online_business/edarling-es,/online-business/edarling-es,301,exact,1,wp import: online_business #7855
/online_business/rusdate-net-ispaniya,/online-business/rusdate-net-ispaniya,301,exact,1,wp import: online_business #7858
/online_business/tinder-com-ispaniya,/online-business/tinder-com-ispaniya,301,exact,1,wp import: online_business #7859
/online_business/tinder-com-italiya,/online-business/tinder-com-italiya,301,exact,1,wp import: online_business #7860
/online_business/be2,/online-business/be2,301,exact,1,wp import: online_business #7861
/online_business/lovepedia-italiya,/online-business/lovepedia-italiya,301,exact,1,wp import: online_business #7863
/online_business/rusdate-pl,/online-business/rusdate-pl,301,exact,1,wp import: online_business #7900
/online_business/tinder-polsha,/online-business/tinder-polsha,301,exact,1,wp import: online_business #7902
/online_business/badoo-polsha,/online-business/badoo-polsha,301,exact,1,wp import: online_business #7903
/online_business/fotka-polsha,/online-business/fotka-polsha,301,exact,1,wp import: online_business #7904
/online_business/happn-polsha,/online-business/happn-polsha,301,exact,1,wp import: online_business #7906
/online_business/bumble-polsha,/online-business/bumble-polsha,301,exact,1,wp import: online_business #7908
/online_business/sympatia,/online-business/sympatia,301,exact,1,wp import: online_business #7911
/online_business/rusdate-nl,/online-business/rusdate-nl,301,exact,1,wp import: online_business #7913
/online_business/tinder-niderlandy,/online-business/tinder-niderlandy,301,exact,1,wp import: online_business #7914
/online_business/lexa,/online-business/lexa,301,exact,1,wp import: online_business #7915
/online_business/badoo-niderlandy,/online-business/badoo-niderlandy,301,exact,1,wp import: online_business #7917
/online_business/parship,/online-business/parship,301,exact,1,wp import: online_business #7918
/online_business/agentstvo-sovchi-elit,/online-business/agentstvo-sovchi-elit,301,exact,1,wp import: online_business #7921
/online_business/tinder-uzbekistan,/online-business/tinder-uzbekistan,301,exact,1,wp import: online_business #7924
/online_business/fdating-uzbekistan,/online-business/fdating-uzbekistan,301,exact,1,wp import: online_business #7925
/online_business/lavaplace-uzbekistan,/online-business/lavaplace-uzbekistan,301,exact,1,wp import: online_business #7926
/online_business/badoo-uzbekistan,/online-business/badoo-uzbekistan,301,exact,1,wp import: online_business #7929
/online_business/teamo-uzbekistan,/online-business/teamo-uzbekistan,301,exact,1,wp import: online_business #7931
/online_business/russianflirting-uzbekistan,/online-business/russianflirting-uzbekistan,301,exact,1,wp import: online_business #7933
/online_business/beboo-uzbekistan,/online-business/beboo-uzbekistan,301,exact,1,wp import: online_business #7934
/online_business/rusdate-uzbekistan,/online-business/rusdate-uzbekistan,301,exact,1,wp import: online_business #7937
/online_business/lovedateme-com,/online-business/lovedateme-com,301,exact,1,wp import: online_business #7942
/online_business/prskill,/online-business/prskill,301,exact,1,wp import: online_business #7955
/online_business/prilozhenie-rusdate-it,/online-business/prilozhenie-rusdate-it,301,exact,1,wp import: online_business #7957
